Quality Min
0.5
0.734987,

0.732184,

0.727938,

0.722201,

0.714913,

0.706012,

0.695431,

0.683111,

0.669004,

0.653079,

0.635332,

0.615788,

0.594506,

0.571586,

0.547164,

0.521419,

0.494566,0.494566,0.494566,0.119938,0.119938,
0.119938,0.119938,0.119938,0.119938,
0.119938,0.119938,0.119938,0.119938,
0.119938,0.119938,-0.207119,-0.207119,
-0.207119,-0.207119,-0.207119,-0.207119,
-0.207119,-0.207119,-0.207119,-0.207119,
-0.207119,-0.207119,-0.207119,-0.207119,
-0.207119,-0.207119,-0.207119,-0.207119,
-0.207119,-0.207119,-0.207119,-0.207119,
-0.207119,-0.207119,-0.207119,-0.207119,
-0.207119,-0.207119,-0.207119,-0.207119,
-0.207119,-0.207119,-0.207119,-0.207119,
-0.207119,-0.207119,-0.500957,-0.500957,
-0.500957,-0.500957,-0.500957,-0.500957,
-0.500957,-0.500957,-0.500957,-0.500957,
-0.500957,-0.500957,-0.500957,-0.500957,
-0.500957,-0.500957,-0.500957,-0.500957,
-0.500957,-0.500957,-0.500957,-0.500957,
-0.500957,-0.500957,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,-5.34854,-5.34854,-5.34854,
-5.34854,

-6.30224,-6.30224,-6.30224,-2.84588,-2.84588,
-2.84588,-2.84588,-0.503889,-0.503889,
-0.503889,-0.503889,-0.75793,-0.75793,
-0.75793,-0.75793,-0.75793,-0.75793,
-0.75793,-0.75793,-0.75793,-0.75793,
-0.75793,-0.75793,-0.75793,-0.75793,
-0.75793,-0.75793,-0.75793,-0.75793,
-0.75793,-0.75793,-0.75793,-0.75793,
-0.75793,-0.75793,-0.75793,-0.75793,
-0.75793,-0.75793,-0.75793,-0.75793,
-0.75793,-0.75793,
