Quality Min,Quality,Topological,Contraction,Insertion,Smoothing
-10.000000,-4.421928,nan,nan,nan,nan
-10.000000,-5.346183,nan,nan,nan,nan
-10.000000,-6.451861,nan,nan,nan,nan
-10.000000,-7.729273,nan,nan,nan,nan
-10.000000,-9.167556,nan,nan,nan,nan
-10.000000,-10.754781,0.000000,nan,nan,nan
-10.000000,nan,0.000003,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,-13.672090,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,-17.508820,0.000000,nan,nan,nan
-10.000000,nan,0.000023,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000001,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000002,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000012,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000009,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000018,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,1.087240,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
-10.000000,nan,0.000000,nan,nan,nan
