Quality Min,Quality,Topological,Contraction,Insertion,Smoothing
-15.000000,-4.421928,nan,nan,nan,nan
-15.000000,-5.346183,nan,nan,nan,nan
-15.000000,-6.451861,nan,nan,nan,nan
-15.000000,-7.729273,nan,nan,nan,nan
-15.000000,-9.167556,nan,nan,nan,nan
-15.000000,-10.754784,nan,nan,nan,nan
-15.000000,-12.478064,nan,nan,nan,nan
-15.000000,-14.323701,nan,nan,nan,nan
-15.000000,-16.277320,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,-18.323983,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
-15.000000,nan,nan,0.000000,nan,nan
