Quality
0.866025,
0.777366,
0.676234,
0.573947,0.531563,0.671714,
0.671714,
0.597822,0.655358,
0.655358,0.551401,0.657913,
0.657913,
0.585432,0.595284,
0.595284,0.656065,
0.656065,0.433151,0.62653,
0.62653,0.108613,0.69282,
0.69282,
0.651255,
0.576311,0.585656,
0.589584,0.409146,0.610603,0.610603,0.610603,0.0982157,0.614929,
0.614929,0.170477,0.202816,0.523424,0.523424,0.385736,0.523424,
0.523424,0.523424,
0.523424,
0.523424,0.627923,
0.627923,0.628505,0.592826,0.628505,0.628505,0.204749,0.450619,0.476518,0.476518,0.476518,0.476518,0.476518,0.476518,
0.476518,0.608681,0.58905,0.610578,0.610578,0.234121,0.711485,
0.711485,
0.632452,0.544868,0.659921,
0.659921,
0.584778,0.267618,0.585508,0.604083,0.604083,0.604083,
0.604083,0.253284,0.611548,
0.611548,0.626273,
0.626273,0.463629,0.626273,
0.626273,0.298882,0.629261,0.644698,0.644698,
0.609835,0.272702,0.615421,
0.623585,
0.623585,0.374204,0.626843,
0.626843,0.245063,0.617857,0.632988,0.632988,0.196919,0.397563,0.652783,0.652783,
0.625228,
0.625228,0.319049,0.647138,
0.647138,0.320025,0.647783,
0.647783,0.378628,0.514608,0.648635,0.648635,
0.567639,0.261028,0.600266,0.600266,0.600266,0.168013,0.612561,
0.612561,0.315127,0.589354,0.595442,0.595442,0.595442,
0.595442,0.200157,0.595442,0.595442,0.595442,0.357991,0.357991,0.595442,0.595442,
0.548423,0.327404,0.566207,0.566207,0.566207,0.569108,
0.569108,0.0798505,0.102376,0.356129,0.356129,0.356129,0.356129,0.356129,0.356129,0.354528,0.356129,0.356129,0.356129,0.167471,0.356129,
0.356129,
0.356129,0.356129,
0.356129,
0.284306,0.586822,
0.586822,0.321133,0.58932,0.58932,0.58932,0.238943,0.476232,0.568332,0.568332,0.556434,0.571806,0.571806,0.571806,0.571806,
0.571806,0.15243,0.571806,
0.571806,0.529331,
0.529331,
0.529331,
0.493096,0.494147,0.494147,0.494147,0.494147,0.319702,0.54397,0.54397,0.54397,0.289488,0.54397,0.54397,0.54397,0.54397,0.54397,
0.54397,
0.464474,0.513373,0.5156,0.5156,0.5156,0.279443,0.5156,0.5156,0.5156,0.5156,
0.5156,0.435969,0.5156,
0.5156,
0.5156,0,0.5156,
0.5156,0.0552886,0.0729238,0.333148,0.333148,
0.435053,
0.435053,0.485903,0.489045,0.489045,0.489045,0.428777,0.459005,0.489045,0.489045,0.489045,0.489045,
0.489045,0.473992,0.489045,
0.489045,0,0.489045,
0.489045,0.489045,0.489045,0.489045,0.489045,0.266911,0.489045,
0.489045,0.434361,0.489045,
0.489045,0.489045,
0.489045,
0.407794,0.453678,0.469193,0.469193,0.469193,
0.469193,0.356957,0.469193,
0.469193,
0.469193,0.402107,0.469193,
0.469193,0.469193,
0.469193,
0.387744,0.414204,0.441266,0.441266,0.441266,0.147861,0.441266,0.441266,0.441266,0.319217,0.441266,0.441266,0.441266,0.408784,0.441266,
0.441266,0.392812,0.441266,0.441266,0.441266,
0.359492,0.451438,0.441829,0.441829,0.441829,0.441829,0.441829,0.441829,0.441829,0.441829,
0.441829,0.357648,0.441829,0.441829,0.441829,0.441829,
0.441829,0.441829,0.441829,0.441829,0.441829,0.336744,0.441829,
0.441829,0.441829,0.441829,
0.441829,0.0855205,0.157053,0.441829,0.441829,0.441829,0.441829,
0.441829,0.441829,
0.441829,
0.3607,0.43145,0.422916,0.422916,0.422916,0.101325,0.422916,0.422916,0.422916,0.337355,0.422916,0.422916,0.422916,0,0.422916,0.422916,0.422916,0.186977,0.116871,0.422916,0.422916,0.349759,0.422916,0.422916,0.422916,0.422916,
0.422916,
0.341878,0.382369,0.404349,0.404349,0.404349,0.404349,0.404349,0.404349,0.404349,0.314513,0.404349,0.404349,0.404349,0.305423,0.404349,0.404349,0.404349,0.404349,
0.404349,0.404349,
0.404349,
0.404349,0.404349,0.404349,
0.404349,0.404349,0.404349,
0.404349,
