Quality_min,Initial,Initial_avg,Before,Before_avg,After,After_avg,Topological,Topological_reject,Contraction,Contraction_reject,Insertion,Insertion_reject,Smoothing,Smoothing_reject,Ignore
-40.000000,-2.640750,-2.124014,-2.659951,-2.131118,-2.659951,-2.131118,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-2.717547,-2.152432,-2.717547,-2.152432,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-2.884885,-2.187954,-2.884885,-2.187954,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-3.262744,-2.237681,-3.262744,-2.237681,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-3.681057,-2.301610,-3.681057,-2.301610,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-4.139731,-2.379737,-4.139731,-2.379737,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-4.638665,-2.472057,-4.638665,-2.472057,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-5.177754,-2.578563,-5.177754,-2.578563,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-5.756881,-2.699249,-5.756881,-2.699249,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-6.375930,-2.834106,-6.375930,-2.834106,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-7.034757,-2.983127,-7.034757,-2.983127,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-7.733235,-3.146301,-7.733235,-3.146301,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-8.471210,-3.323617,-8.471210,-3.323617,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-9.248529,-3.515065,-9.248529,-3.515065,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-10.065033,-3.720632,-10.065033,-3.720632,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-10.920555,-3.940305,-10.920555,-3.940305,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-11.814916,-4.174071,-11.814916,-4.174071,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-12.747932,-4.421914,-12.747932,-4.421914,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-13.719415,-4.683820,-13.719415,-4.683820,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-14.729161,-4.959772,-14.729161,-4.959772,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-15.776975,-5.249753,-15.776975,-5.249753,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-16.862644,-5.553747,-16.862644,-5.553747,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-17.985936,-5.871735,-17.985936,-5.871735,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-19.146635,-6.203699,-19.146635,-6.203699,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-20.344511,-6.549619,-20.344511,-6.549619,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-21.579322,-6.909476,-21.579322,-6.909476,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-22.850816,-7.283250,-22.850816,-7.283250,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-24.158737,-7.670919,-24.158737,-7.670919,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-25.502829,-8.072464,-25.502829,-8.072464,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-26.882823,-8.487862,-26.882823,-8.487862,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-28.298467,-8.917092,-28.298467,-8.917092,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-29.749466,-9.360133,-29.749466,-9.360133,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-31.235522,-9.816962,-31.235522,-9.816962,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-32.756354,-10.287557,-32.756354,-10.287557,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-34.311650,-10.771897,-34.311650,-10.771897,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-35.901130,-11.269959,-35.901130,-11.269959,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-37.524465,-11.781721,-37.524465,-11.781721,nan,nan,nan,nan,nan,nan,nan,nan
-40.000000,-2.640750,-2.124014,-39.181351,-12.307162,-39.181351,-12.307162,nan,nan,nan,nan,nan,nan,nan,nan
