Quality_min,Initial,Initial_avg,Before,Before_avg,After,After_avg,Topological,Topological_reject,Contraction,Contraction_reject,Insertion,Insertion_reject,Smoothing,Smoothing_reject,Ignore
-20.000000,-1.351416,-1.081132,-1.434220,-1.081344,-1.434220,-1.081344,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-1.521464,-1.081980,-1.521464,-1.081980,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-1.613344,-1.083040,-1.613344,-1.083040,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-1.710071,-1.084525,-1.710071,-1.084525,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-1.811870,-1.086438,-1.811870,-1.086438,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-1.918988,-1.088781,-1.918988,-1.088781,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-2.031689,-1.091557,-2.031689,-1.091557,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-2.150259,-1.094768,-2.150259,-1.094768,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-2.275008,-1.098419,-2.275008,-1.098419,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-2.406270,-1.102515,-2.406270,-1.102515,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-2.544409,-1.107060,-2.544409,-1.107060,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-2.689818,-1.112060,-2.689818,-1.112060,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-2.842926,-1.117522,-2.842926,-1.117522,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-3.004198,-1.123454,-3.004198,-1.123454,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-3.174140,-1.129863,-3.174140,-1.129863,nan,nan,nan,nan,nan,nan,nan,nan
-20.000000,-1.351416,-1.081132,-3.353305,-1.136758,-3.353305,-1.136758,nan,nan,nan,nan,nan,nan,nan,nan
